epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5531512498855591,0.809929370880127,0.0010000000474974513,1.1670767068862915,0.6335145235061646,0.4161764681339264,0.20000000298023224,0.49439579248428345,1.820599913597107,0.0,0.0
1,0.6273109316825867,0.858442485332489,0.0010000000474974513,1.0252964496612549,0.699120044708252,0.5174369812011719,0.28214284777641296,0.5466338396072388,1.950260877609253,0.27654320001602173,0.2666666805744171
2,0.6703781485557556,0.8866629600524902,0.0010000000474974513,0.9278658628463745,0.7205114960670471,0.5800420045852661,0.375,0.637470006942749,1.635675072669983,0.4938271641731262,0.3333333432674408
3,0.6873949766159058,0.8945268392562866,0.0010000000474974513,0.8984718918800354,0.7425439953804016,0.6119747757911682,0.6940476298332214,0.9093145132064819,0.8275139927864075,0.7417126893997192,0.6392857432365417
4,0.7090336084365845,0.9021527171134949,0.0010000000474974513,0.8654652833938599,0.7492647171020508,0.6422268748283386,0.4404761791229248,0.7393067479133606,1.4204316139221191,0.557894766330719,0.37857142090797424
5,0.7174369692802429,0.9108051657676697,0.0010000000474974513,0.8277571797370911,0.7626829147338867,0.6569327712059021,0.7035714387893677,0.9085740447044373,0.8256663084030151,0.7413793206214905,0.6142857074737549
6,0.7233193516731262,0.9176478385925293,0.0010000000474974513,0.796297550201416,0.7592636942863464,0.6672269105911255,0.6857143044471741,0.9014462828636169,0.8684394359588623,0.7351664304733276,0.6047618985176086
7,0.7371848821640015,0.923570454120636,0.0010000000474974513,0.7731424570083618,0.7773250341415405,0.681302547454834,0.6333333253860474,0.8926436305046082,0.9445339441299438,0.6614379286766052,0.6023809313774109
8,0.7306722402572632,0.9222251176834106,0.0010000000474974513,0.7774048447608948,0.7745402455329895,0.681302547454834,0.6940476298332214,0.9104881882667542,0.8156667947769165,0.7139073014259338,0.6416666507720947
